,P1,P2,P3,P4,P5,P6,P7,P8,P9,Gesto
204,"(376, 122)","(504, 479)","(353, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
205,"(376, 120)","(504, 479)","(354, 486)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
206,"(377, 121)","(504, 480)","(354, 485)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
207,"(378, 121)","(504, 480)","(354, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
208,"(379, 121)","(504, 480)","(354, 485)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
209,"(379, 120)","(504, 482)","(354, 486)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
210,"(380, 121)","(504, 484)","(354, 487)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
211,"(381, 123)","(504, 484)","(354, 486)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
212,"(381, 123)","(504, 484)","(354, 486)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
213,"(380, 120)","(505, 486)","(355, 488)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
214,"(381, 123)","(504, 483)","(354, 485)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
215,"(381, 123)","(504, 483)","(354, 485)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
216,"(381, 123)","(505, 485)","(355, 488)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
217,"(381, 123)","(504, 483)","(355, 487)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
218,"(381, 123)","(504, 483)","(355, 487)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
219,"(380, 120)","(505, 484)","(355, 487)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
220,"(381, 121)","(507, 486)","(357, 487)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
221,"(382, 120)","(506, 482)","(357, 485)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
222,"(384, 121)","(508, 485)","(359, 488)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
223,"(387, 123)","(510, 489)","(360, 488)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
224,"(390, 124)","(511, 489)","(361, 485)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
225,"(394, 126)","(512, 489)","(364, 489)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
226,"(398, 128)","(514, 492)","(366, 490)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
227,"(401, 129)","(515, 492)","(367, 490)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
228,"(403, 128)","(516, 496)","(368, 492)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
229,"(406, 132)","(516, 497)","(368, 492)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
230,"(407, 134)","(516, 499)","(368, 494)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
231,"(407, 134)","(516, 501)","(368, 495)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
232,"(408, 135)","(516, 504)","(368, 497)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
233,"(409, 137)","(515, 503)","(368, 498)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
234,"(409, 136)","(515, 503)","(368, 499)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
235,"(410, 139)","(515, 503)","(368, 499)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
236,"(410, 139)","(515, 504)","(368, 499)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
237,"(410, 138)","(515, 504)","(368, 498)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
238,"(410, 138)","(515, 503)","(368, 497)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
239,"(411, 140)","(515, 503)","(368, 497)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
240,"(411, 140)","(515, 503)","(369, 501)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
241,"(411, 139)","(516, 507)","(369, 499)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
242,"(413, 141)","(517, 508)","(371, 502)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
243,"(416, 145)","(519, 511)","(373, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
244,"(419, 144)","(522, 515)","(376, 506)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
245,"(421, 146)","(523, 513)","(378, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
246,"(423, 148)","(525, 518)","(379, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
247,"(425, 151)","(525, 516)","(380, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
248,"(426, 151)","(525, 515)","(381, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
249,"(427, 151)","(527, 520)","(382, 510)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
250,"(428, 150)","(527, 518)","(382, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
251,"(429, 150)","(528, 521)","(383, 510)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
252,"(431, 153)","(528, 520)","(384, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
253,"(432, 153)","(529, 521)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
254,"(433, 154)","(529, 521)","(385, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
255,"(433, 153)","(529, 522)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
256,"(433, 153)","(529, 522)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
257,"(433, 153)","(529, 521)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
258,"(434, 156)","(529, 522)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
259,"(433, 153)","(529, 522)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
260,"(433, 153)","(529, 522)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
261,"(434, 156)","(529, 521)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
262,"(433, 153)","(529, 521)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
263,"(433, 153)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
264,"(433, 154)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
265,"(433, 154)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
266,"(433, 154)","(529, 521)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
267,"(433, 154)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
268,"(433, 154)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
269,"(433, 154)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
270,"(433, 154)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
271,"(433, 154)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
272,"(433, 154)","(529, 520)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
273,"(433, 154)","(529, 519)","(385, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
274,"(433, 154)","(529, 518)","(385, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
275,"(433, 154)","(529, 519)","(385, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
276,"(433, 154)","(529, 519)","(382, 501)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
277,"(433, 154)","(529, 519)","(385, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
278,"(433, 154)","(529, 519)","(385, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
279,"(433, 155)","(529, 519)","(385, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
280,"(433, 154)","(529, 518)","(385, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
281,"(433, 154)","(529, 518)","(385, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
282,"(433, 154)","(529, 516)","(384, 506)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
283,"(431, 149)","(530, 516)","(381, 495)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
284,"(431, 150)","(530, 514)","(385, 506)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
285,"(431, 150)","(530, 510)","(386, 506)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
286,"(430, 148)","(531, 511)","(382, 494)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
287,"(429, 146)","(531, 510)","(381, 490)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
288,"(428, 145)","(531, 509)","(381, 490)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
289,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
290,"(426, 143)","(532, 510)","(385, 500)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
291,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
292,"(422, 136)","(531, 502)","(380, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
293,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
294,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
295,"(421, 136)","(531, 499)","(379, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
296,"(420, 135)","(531, 498)","(379, 483)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
297,"(419, 133)","(530, 494)","(379, 483)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
298,"(418, 130)","(530, 493)","(379, 482)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
299,"(419, 133)","(530, 492)","(379, 481)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
300,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
301,"(418, 130)","(530, 490)","(378, 478)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
302,"(418, 131)","(531, 492)","(378, 478)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
303,"(418, 131)","(530, 487)","(379, 480)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
304,"(418, 131)","(531, 490)","(379, 481)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
305,"(418, 131)","(531, 490)","(378, 476)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
306,"(418, 131)","(530, 484)","(379, 479)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
307,"(417, 127)","(531, 486)","(379, 474)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
308,"(416, 124)","(530, 479)","(379, 473)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
309,"(416, 125)","(530, 475)","(379, 470)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
310,"(415, 122)","(531, 474)","(379, 468)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
311,"(414, 118)","(531, 471)","(379, 465)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
312,"(412, 112)","(531, 465)","(379, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
313,"(411, 110)","(532, 463)","(380, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
314,"(410, 108)","(533, 461)","(381, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
315,"(410, 108)","(532, 455)","(381, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
316,"(409, 107)","(534, 454)","(382, 463)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
317,"(407, 106)","(534, 449)","(386, 472)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
318,"(405, 103)","(534, 445)","(383, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
319,"(404, 102)","(535, 443)","(387, 470)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
320,"(401, 99)","(535, 436)","(388, 468)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
321,"(399, 98)","(536, 435)","(384, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
322,"(396, 94)","(537, 434)","(388, 465)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
323,"(395, 95)","(536, 427)","(388, 463)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
324,"(394, 95)","(537, 426)","(388, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
325,"(391, 90)","(536, 420)","(389, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
326,"(389, 88)","(537, 418)","(389, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
327,"(389, 90)","(538, 417)","(390, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
328,"(388, 88)","(538, 415)","(387, 446)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
329,"(386, 87)","(538, 411)","(387, 444)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
330,"(384, 85)","(538, 407)","(388, 444)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
331,"(382, 84)","(539, 404)","(388, 441)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
332,"(377, 79)","(537, 396)","(390, 442)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
333,"(376, 78)","(538, 394)","(390, 439)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
334,"(374, 77)","(538, 389)","(390, 436)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
335,"(373, 75)","(539, 390)","(390, 432)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
336,"(373, 76)","(538, 387)","(390, 431)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
337,"(371, 74)","(538, 386)","(389, 428)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
338,"(370, 73)","(537, 383)","(388, 427)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
339,"(370, 74)","(538, 383)","(388, 425)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
340,"(366, 70)","(536, 377)","(387, 422)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
341,"(364, 70)","(536, 374)","(387, 420)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
342,"(361, 68)","(536, 371)","(386, 416)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
343,"(357, 65)","(536, 368)","(388, 419)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
344,"(356, 67)","(536, 366)","(391, 422)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
345,"(354, 65)","(538, 368)","(388, 417)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
346,"(354, 66)","(535, 363)","(388, 417)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
347,"(353, 66)","(537, 366)","(386, 413)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
348,"(352, 64)","(537, 366)","(390, 418)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
349,"(353, 64)","(537, 367)","(390, 417)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
350,"(352, 61)","(535, 364)","(390, 416)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
351,"(351, 58)","(534, 361)","(387, 411)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
352,"(349, 56)","(533, 359)","(386, 409)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
353,"(347, 53)","(531, 355)","(379, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
354,"(345, 51)","(530, 353)","(383, 404)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
355,"(344, 51)","(529, 350)","(377, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
356,"(343, 50)","(529, 349)","(381, 399)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
357,"(341, 48)","(529, 347)","(381, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
358,"(340, 47)","(529, 346)","(381, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
359,"(340, 47)","(528, 344)","(381, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
360,"(339, 47)","(528, 343)","(381, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
361,"(337, 44)","(529, 345)","(381, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
362,"(338, 45)","(527, 343)","(381, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
363,"(339, 45)","(528, 347)","(381, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
364,"(338, 42)","(529, 350)","(379, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
365,"(338, 42)","(528, 348)","(378, 393)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
366,"(336, 40)","(526, 344)","(378, 393)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
367,"(334, 39)","(526, 342)","(377, 391)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
368,"(330, 38)","(525, 339)","(377, 391)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
369,"(328, 38)","(526, 339)","(377, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
370,"(327, 39)","(524, 334)","(376, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
371,"(322, 37)","(524, 332)","(376, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
372,"(320, 37)","(524, 332)","(376, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
373,"(319, 38)","(523, 330)","(375, 387)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
374,"(317, 39)","(523, 329)","(375, 387)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
375,"(315, 38)","(524, 330)","(375, 387)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
376,"(311, 39)","(522, 326)","(375, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
377,"(308, 38)","(522, 325)","(375, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
378,"(307, 40)","(523, 325)","(374, 386)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
379,"(304, 40)","(522, 322)","(374, 385)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
380,"(301, 39)","(521, 319)","(373, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
381,"(297, 38)","(521, 317)","(373, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
382,"(295, 39)","(521, 316)","(373, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
383,"(294, 41)","(521, 315)","(373, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
384,"(291, 41)","(519, 311)","(372, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
385,"(286, 40)","(519, 310)","(371, 380)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
386,"(286, 44)","(516, 306)","(372, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
387,"(284, 43)","(517, 307)","(371, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
388,"(282, 46)","(516, 305)","(371, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
389,"(279, 46)","(516, 305)","(370, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
390,"(276, 45)","(516, 305)","(369, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
391,"(278, 49)","(516, 305)","(370, 384)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
392,"(276, 49)","(515, 303)","(369, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
393,"(275, 50)","(513, 300)","(369, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
394,"(272, 49)","(514, 301)","(368, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
395,"(270, 51)","(513, 299)","(367, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
396,"(267, 49)","(512, 297)","(367, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
397,"(263, 47)","(512, 296)","(369, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
398,"(260, 47)","(506, 289)","(368, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
399,"(256, 47)","(506, 288)","(366, 380)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
400,"(249, 48)","(500, 282)","(362, 378)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
401,"(246, 48)","(499, 281)","(360, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
402,"(244, 49)","(497, 279)","(360, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
403,"(239, 49)","(497, 278)","(358, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
404,"(237, 51)","(496, 277)","(359, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
405,"(235, 52)","(494, 275)","(356, 375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
406,"(232, 52)","(494, 274)","(357, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
407,"(230, 52)","(493, 273)","(357, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
408,"(230, 54)","(492, 271)","(356, 375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
