,P1,P2,P3,P4,P5,P6,P7,P8,P9,Gesto
204,"(233, 118)","(544, 301)","(414, 425)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
205,"(233, 118)","(545, 303)","(413, 425)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
206,"(233, 118)","(544, 304)","(413, 427)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
207,"(235, 118)","(546, 308)","(414, 428)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
208,"(234, 117)","(546, 309)","(414, 428)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
209,"(234, 117)","(546, 311)","(415, 429)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
210,"(235, 117)","(550, 315)","(415, 429)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
211,"(235, 117)","(550, 315)","(415, 429)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
212,"(235, 117)","(549, 314)","(415, 428)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
213,"(235, 117)","(549, 314)","(414, 428)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
214,"(234, 117)","(548, 313)","(414, 428)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
215,"(235, 118)","(549, 314)","(414, 428)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
216,"(235, 118)","(550, 315)","(414, 429)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
217,"(236, 119)","(548, 315)","(415, 430)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
218,"(236, 119)","(551, 319)","(416, 431)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
219,"(236, 119)","(555, 324)","(416, 432)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
220,"(235, 118)","(557, 329)","(419, 435)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
221,"(237, 119)","(562, 339)","(422, 440)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
222,"(237, 119)","(563, 341)","(421, 440)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
223,"(239, 121)","(562, 341)","(423, 442)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
224,"(238, 121)","(563, 342)","(423, 443)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
225,"(237, 121)","(564, 343)","(423, 444)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
226,"(241, 125)","(565, 343)","(424, 445)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
227,"(240, 125)","(561, 338)","(425, 446)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
228,"(242, 127)","(563, 340)","(427, 448)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
229,"(245, 129)","(570, 346)","(432, 452)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
230,"(250, 132)","(570, 346)","(434, 454)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
231,"(251, 132)","(574, 349)","(435, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
232,"(254, 133)","(575, 350)","(437, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
233,"(256, 134)","(578, 353)","(438, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
234,"(256, 134)","(576, 352)","(437, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
235,"(257, 135)","(577, 354)","(437, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
236,"(258, 135)","(579, 358)","(438, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
237,"(257, 134)","(578, 359)","(438, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
238,"(257, 134)","(577, 359)","(438, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
239,"(257, 134)","(580, 362)","(438, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
240,"(259, 135)","(578, 361)","(438, 462)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
241,"(259, 135)","(577, 360)","(438, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
242,"(257, 134)","(578, 360)","(438, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
243,"(257, 134)","(578, 359)","(437, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
244,"(259, 136)","(575, 355)","(436, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
245,"(258, 136)","(573, 353)","(436, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
246,"(256, 134)","(574, 354)","(436, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
247,"(255, 133)","(573, 353)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
248,"(257, 134)","(574, 354)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
249,"(257, 134)","(574, 354)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
250,"(256, 134)","(575, 355)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
251,"(256, 134)","(575, 355)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
252,"(257, 135)","(574, 354)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
253,"(256, 135)","(573, 353)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
254,"(256, 135)","(572, 352)","(434, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
255,"(256, 135)","(571, 351)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
256,"(256, 135)","(570, 350)","(435, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
257,"(257, 136)","(570, 350)","(434, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
258,"(254, 134)","(571, 350)","(434, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
259,"(253, 134)","(570, 349)","(434, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
260,"(254, 135)","(572, 350)","(434, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
261,"(253, 135)","(570, 348)","(433, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
262,"(251, 135)","(568, 345)","(436, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
263,"(249, 135)","(569, 345)","(433, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
264,"(247, 135)","(569, 344)","(435, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
265,"(245, 135)","(569, 343)","(432, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
266,"(243, 135)","(567, 341)","(432, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
267,"(242, 137)","(568, 341)","(433, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
268,"(238, 136)","(568, 341)","(432, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
269,"(243, 136)","(567, 340)","(432, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
270,"(244, 133)","(567, 340)","(431, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
271,"(246, 132)","(566, 340)","(432, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
272,"(248, 131)","(565, 340)","(432, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
273,"(253, 132)","(568, 343)","(435, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
274,"(252, 130)","(566, 342)","(431, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
275,"(252, 130)","(566, 342)","(431, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
276,"(252, 130)","(565, 341)","(430, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
277,"(253, 131)","(567, 342)","(432, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
278,"(250, 130)","(565, 340)","(431, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
279,"(248, 130)","(567, 341)","(431, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
280,"(242, 130)","(567, 340)","(434, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
281,"(226, 132)","(569, 340)","(432, 454)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
282,"(225, 134)","(569, 340)","(433, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
283,"(216, 136)","(567, 339)","(435, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
284,"(210, 141)","(570, 341)","(435, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
285,"(208, 144)","(568, 340)","(435, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
286,"(200, 146)","(570, 341)","(435, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
287,"(190, 150)","(571, 342)","(434, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
288,"(186, 153)","(567, 340)","(436, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
289,"(184, 156)","(567, 340)","(434, 457)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
290,"(183, 158)","(568, 341)","(436, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
291,"(183, 159)","(567, 341)","(436, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
292,"(183, 158)","(567, 341)","(435, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
293,"(179, 152)","(567, 341)","(436, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
294,"(174, 151)","(568, 342)","(437, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
295,"(173, 151)","(569, 343)","(436, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
296,"(176, 152)","(569, 343)","(435, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
297,"(177, 152)","(567, 342)","(435, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
298,"(179, 151)","(567, 342)","(434, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
299,"(183, 150)","(569, 343)","(435, 462)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
300,"(180, 148)","(568, 342)","(435, 462)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
301,"(180, 149)","(564, 340)","(433, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
302,"(180, 149)","(563, 339)","(434, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
303,"(182, 150)","(564, 338)","(431, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
304,"(177, 150)","(562, 335)","(432, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
305,"(175, 152)","(560, 332)","(429, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
306,"(172, 153)","(561, 330)","(428, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
307,"(169, 155)","(555, 323)","(426, 452)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
308,"(169, 154)","(554, 321)","(425, 451)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
309,"(169, 153)","(553, 319)","(424, 450)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
310,"(169, 153)","(553, 317)","(421, 447)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
311,"(167, 153)","(550, 313)","(420, 446)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
312,"(166, 153)","(546, 309)","(418, 444)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
313,"(164, 153)","(546, 306)","(415, 441)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
314,"(161, 152)","(542, 301)","(412, 437)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
315,"(160, 151)","(538, 296)","(410, 434)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
316,"(157, 150)","(535, 291)","(407, 430)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
317,"(154, 150)","(532, 285)","(403, 425)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
318,"(151, 150)","(530, 279)","(402, 422)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
319,"(147, 150)","(525, 273)","(400, 419)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
320,"(146, 151)","(523, 268)","(399, 416)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
321,"(144, 156)","(519, 259)","(399, 412)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
322,"(137, 159)","(514, 253)","(397, 409)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
323,"(134, 160)","(512, 249)","(398, 408)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
324,"(131, 160)","(514, 247)","(393, 405)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
325,"(130, 161)","(513, 245)","(397, 406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
326,"(126, 162)","(511, 243)","(392, 404)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
327,"(127, 163)","(508, 241)","(395, 404)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
328,"(126, 164)","(509, 240)","(391, 403)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
329,"(122, 166)","(505, 237)","(389, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
330,"(119, 166)","(499, 234)","(387, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
331,"(118, 166)","(499, 233)","(389, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
332,"(120, 167)","(497, 232)","(388, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
333,"(120, 168)","(496, 231)","(384, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
334,"(123, 169)","(493, 230)","(384, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
335,"(118, 171)","(495, 228)","(387, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
336,"(118, 172)","(493, 227)","(383, 399)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
337,"(120, 173)","(491, 226)","(382, 399)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
338,"(117, 174)","(489, 225)","(379, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
339,"(114, 176)","(488, 224)","(377, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
340,"(113, 178)","(480, 222)","(378, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
341,"(108, 179)","(480, 221)","(371, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
342,"(103, 180)","(474, 219)","(370, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
343,"(104, 181)","(471, 218)","(363, 396)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
344,"(98, 182)","(467, 217)","(361, 396)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
345,"(96, 184)","(462, 215)","(357, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
346,"(91, 185)","(459, 213)","(354, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
347,"(91, 186)","(452, 211)","(354, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
348,"(90, 186)","(456, 211)","(356, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
349,"(92, 189)","(453, 208)","(353, 392)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
350,"(90, 189)","(454, 207)","(353, 391)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
351,"(90, 190)","(451, 205)","(352, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
352,"(90, 191)","(452, 204)","(353, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
353,"(88, 192)","(452, 203)","(352, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
354,"(85, 192)","(451, 202)","(349, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
355,"(85, 194)","(449, 201)","(349, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
356,"(82, 196)","(444, 200)","(349, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
357,"(79, 197)","(444, 200)","(348, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
358,"(78, 199)","(448, 201)","(349, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
359,"(73, 201)","(440, 200)","(352, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
360,"(70, 204)","(438, 200)","(350, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
361,"(70, 207)","(437, 199)","(352, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
362,"(68, 211)","(433, 197)","(350, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
363,"(62, 222)","(429, 193)","(346, 386)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
364,"(60, 225)","(430, 190)","(345, 384)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
365,"(56, 229)","(421, 188)","(344, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
366,"(61, 228)","(424, 186)","(345, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
367,"(60, 228)","(420, 186)","(345, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
368,"(56, 229)","(422, 185)","(346, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
369,"(60, 228)","(420, 186)","(349, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
370,"(58, 229)","(420, 186)","(351, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
371,"(57, 230)","(421, 186)","(350, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
372,"(56, 232)","(420, 186)","(350, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
373,"(55, 235)","(421, 185)","(347, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
374,"(52, 238)","(420, 185)","(347, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
375,"(51, 240)","(414, 186)","(345, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
376,"(50, 242)","(415, 186)","(342, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
377,"(45, 247)","(409, 187)","(340, 384)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
378,"(47, 248)","(407, 188)","(340, 385)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
379,"(48, 250)","(408, 188)","(339, 386)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
380,"(44, 253)","(410, 188)","(338, 386)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
381,"(47, 254)","(409, 189)","(336, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
382,"(46, 256)","(405, 190)","(338, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
383,"(44, 259)","(404, 190)","(334, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
384,"(45, 260)","(406, 190)","(334, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
385,"(43, 262)","(401, 191)","(336, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
386,"(45, 262)","(403, 190)","(334, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
387,"(45, 264)","(400, 190)","(331, 391)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
388,"(43, 266)","(397, 191)","(332, 392)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
389,"(47, 266)","(399, 191)","(330, 393)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
390,"(43, 271)","(397, 192)","(328, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
391,"(41, 273)","(398, 192)","(331, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
392,"(42, 273)","(396, 193)","(333, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
393,"(43, 274)","(397, 193)","(333, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
394,"(35, 276)","(395, 193)","(330, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
395,"(35, 276)","(395, 193)","(333, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
396,"(37, 275)","(400, 192)","(331, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
397,"(35, 276)","(398, 192)","(333, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
398,"(36, 276)","(397, 192)","(333, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
399,"(44, 273)","(396, 193)","(330, 396)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
400,"(43, 271)","(394, 194)","(332, 396)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
401,"(44, 266)","(393, 194)","(331, 396)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
402,"(48, 263)","(393, 194)","(327, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
403,"(46, 260)","(396, 194)","(330, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
404,"(49, 258)","(394, 195)","(330, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
405,"(48, 258)","(395, 195)","(332, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
406,"(51, 255)","(395, 195)","(331, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
407,"(52, 253)","(392, 196)","(330, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
408,"(54, 251)","(392, 196)","(332, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
