,P1,P2,P3,P4,P5,P6,P7,P8,P9,Gesto
204,"(101, 348)","(213, 63)","(291, 25)","(355, 62)","(424, 174)","(201, 454)","(258, 315)","(308, 319)","(348, 351)",1
205,"(101, 348)","(213, 63)","(291, 25)","(354, 60)","(424, 174)","(201, 454)","(257, 315)","(308, 319)","(348, 350)",1
206,"(101, 348)","(214, 63)","(291, 25)","(355, 60)","(424, 174)","(201, 454)","(257, 315)","(308, 319)","(348, 351)",1
207,"(102, 345)","(213, 62)","(291, 25)","(356, 62)","(424, 174)","(201, 454)","(258, 315)","(308, 320)","(348, 350)",1
208,"(101, 348)","(214, 63)","(291, 25)","(357, 63)","(424, 174)","(201, 454)","(257, 316)","(308, 318)","(348, 351)",1
209,"(101, 348)","(214, 61)","(289, 24)","(355, 62)","(423, 173)","(201, 454)","(258, 315)","(308, 319)","(348, 350)",1
210,"(100, 350)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 454)","(257, 315)","(308, 319)","(348, 351)",1
211,"(100, 350)","(214, 63)","(290, 24)","(355, 62)","(424, 174)","(201, 454)","(258, 315)","(308, 318)","(348, 350)",1
212,"(101, 348)","(214, 61)","(290, 24)","(354, 59)","(424, 174)","(201, 454)","(258, 315)","(308, 319)","(348, 351)",1
213,"(101, 348)","(212, 63)","(291, 25)","(357, 63)","(424, 174)","(201, 454)","(257, 315)","(308, 318)","(348, 350)",1
214,"(102, 345)","(214, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 454)","(258, 316)","(308, 319)","(348, 350)",1
215,"(101, 347)","(213, 62)","(291, 25)","(355, 62)","(424, 174)","(201, 454)","(258, 315)","(308, 318)","(348, 350)",1
216,"(100, 350)","(212, 63)","(289, 24)","(355, 62)","(424, 174)","(201, 454)","(258, 315)","(308, 319)","(348, 350)",1
217,"(100, 350)","(212, 63)","(290, 24)","(357, 63)","(423, 173)","(201, 454)","(257, 316)","(308, 318)","(348, 350)",1
218,"(101, 347)","(213, 62)","(291, 25)","(356, 61)","(424, 174)","(200, 456)","(258, 315)","(308, 319)","(348, 351)",1
219,"(101, 347)","(214, 61)","(290, 24)","(357, 63)","(423, 173)","(200, 456)","(257, 315)","(308, 318)","(348, 350)",1
220,"(101, 347)","(213, 62)","(291, 25)","(354, 60)","(423, 173)","(200, 456)","(257, 316)","(307, 319)","(348, 351)",1
221,"(100, 350)","(213, 63)","(291, 25)","(357, 63)","(423, 173)","(200, 456)","(257, 315)","(307, 319)","(348, 351)",1
222,"(101, 347)","(214, 63)","(290, 24)","(356, 62)","(423, 173)","(200, 456)","(257, 315)","(307, 319)","(348, 350)",1
223,"(102, 345)","(213, 63)","(291, 25)","(356, 63)","(423, 173)","(201, 454)","(257, 316)","(307, 318)","(348, 351)",1
224,"(102, 345)","(214, 61)","(291, 25)","(355, 61)","(424, 175)","(200, 456)","(257, 316)","(307, 318)","(348, 352)",1
225,"(102, 345)","(213, 63)","(291, 25)","(355, 60)","(425, 176)","(201, 454)","(258, 315)","(307, 318)","(348, 351)",1
226,"(101, 347)","(214, 63)","(291, 25)","(355, 61)","(424, 174)","(200, 456)","(258, 315)","(308, 319)","(348, 351)",1
227,"(101, 347)","(214, 63)","(291, 25)","(357, 63)","(424, 174)","(201, 454)","(257, 315)","(308, 319)","(348, 350)",1
228,"(101, 347)","(214, 63)","(291, 25)","(357, 63)","(424, 174)","(201, 454)","(257, 316)","(307, 318)","(348, 351)",1
229,"(102, 345)","(213, 63)","(290, 24)","(355, 62)","(425, 176)","(201, 454)","(258, 315)","(308, 319)","(348, 351)",1
230,"(102, 345)","(214, 63)","(291, 25)","(356, 62)","(424, 174)","(201, 454)","(258, 315)","(308, 319)","(348, 350)",1
231,"(102, 345)","(214, 63)","(291, 25)","(357, 63)","(424, 174)","(201, 454)","(258, 316)","(308, 319)","(348, 350)",1
232,"(101, 347)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 454)","(258, 316)","(308, 319)","(348, 350)",1
233,"(101, 347)","(214, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 454)","(258, 315)","(308, 319)","(348, 350)",1
234,"(101, 347)","(213, 63)","(290, 24)","(356, 61)","(424, 174)","(201, 454)","(258, 315)","(308, 319)","(348, 351)",1
235,"(101, 347)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(200, 456)","(258, 315)","(308, 320)","(348, 350)",1
236,"(101, 347)","(213, 63)","(290, 24)","(355, 60)","(423, 172)","(200, 456)","(258, 315)","(308, 319)","(348, 350)",1
237,"(101, 347)","(214, 61)","(290, 24)","(354, 59)","(424, 174)","(200, 456)","(257, 316)","(308, 319)","(348, 351)",1
238,"(102, 344)","(212, 63)","(291, 25)","(356, 61)","(424, 174)","(200, 456)","(258, 316)","(308, 318)","(348, 351)",1
239,"(101, 346)","(213, 63)","(289, 24)","(356, 61)","(424, 174)","(200, 456)","(258, 315)","(308, 319)","(348, 350)",1
240,"(102, 344)","(213, 63)","(289, 24)","(356, 62)","(424, 174)","(200, 456)","(257, 315)","(308, 319)","(348, 351)",1
241,"(101, 346)","(212, 63)","(290, 24)","(357, 63)","(424, 174)","(200, 456)","(258, 315)","(308, 319)","(348, 351)",1
242,"(101, 346)","(212, 63)","(289, 24)","(355, 62)","(424, 174)","(200, 456)","(258, 315)","(307, 318)","(348, 350)",1
243,"(101, 346)","(214, 63)","(291, 25)","(355, 61)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 350)",1
244,"(101, 346)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(200, 456)","(257, 316)","(307, 318)","(348, 351)",1
245,"(101, 346)","(213, 64)","(289, 24)","(354, 60)","(424, 174)","(200, 456)","(257, 316)","(307, 318)","(348, 350)",1
246,"(101, 346)","(214, 62)","(289, 24)","(355, 62)","(424, 174)","(201, 453)","(257, 315)","(307, 319)","(348, 351)",1
247,"(100, 349)","(212, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 315)","(307, 320)","(348, 350)",1
248,"(101, 346)","(214, 63)","(289, 24)","(356, 61)","(424, 174)","(200, 456)","(257, 315)","(307, 319)","(347, 349)",1
249,"(101, 346)","(214, 62)","(291, 25)","(355, 60)","(424, 174)","(200, 456)","(257, 316)","(307, 319)","(347, 349)",1
250,"(101, 346)","(214, 63)","(291, 25)","(355, 61)","(424, 174)","(200, 455)","(257, 315)","(307, 318)","(348, 351)",1
251,"(101, 346)","(214, 63)","(291, 25)","(356, 62)","(423, 173)","(200, 455)","(257, 316)","(307, 319)","(347, 350)",1
252,"(101, 346)","(214, 62)","(289, 24)","(355, 61)","(424, 174)","(200, 455)","(257, 316)","(307, 319)","(348, 351)",1
253,"(101, 346)","(212, 63)","(291, 25)","(356, 62)","(424, 174)","(200, 455)","(257, 315)","(307, 319)","(347, 350)",1
254,"(101, 346)","(214, 62)","(291, 25)","(356, 62)","(424, 174)","(200, 455)","(257, 316)","(307, 319)","(347, 350)",1
255,"(102, 344)","(214, 62)","(291, 25)","(355, 60)","(425, 176)","(200, 456)","(257, 316)","(307, 319)","(347, 350)",1
256,"(101, 346)","(214, 62)","(291, 25)","(355, 62)","(424, 174)","(200, 456)","(257, 316)","(307, 320)","(347, 350)",1
257,"(102, 344)","(214, 63)","(290, 25)","(357, 63)","(424, 174)","(200, 455)","(257, 316)","(307, 319)","(347, 350)",1
258,"(102, 344)","(213, 62)","(291, 25)","(357, 63)","(424, 174)","(200, 455)","(257, 316)","(307, 319)","(347, 350)",1
259,"(102, 344)","(213, 62)","(290, 25)","(355, 61)","(423, 173)","(201, 453)","(257, 316)","(307, 320)","(347, 350)",1
260,"(102, 344)","(213, 64)","(290, 24)","(354, 60)","(423, 173)","(201, 453)","(257, 316)","(307, 319)","(347, 349)",1
261,"(101, 347)","(214, 61)","(290, 25)","(355, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
262,"(101, 347)","(215, 61)","(289, 24)","(356, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
263,"(101, 347)","(214, 63)","(291, 25)","(356, 61)","(425, 176)","(201, 453)","(257, 316)","(307, 318)","(347, 349)",1
264,"(102, 344)","(213, 64)","(291, 25)","(354, 60)","(425, 176)","(201, 453)","(257, 316)","(307, 319)","(347, 350)",1
265,"(101, 347)","(214, 62)","(291, 25)","(357, 63)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
266,"(102, 344)","(214, 62)","(291, 25)","(355, 61)","(425, 176)","(201, 453)","(257, 315)","(307, 319)","(347, 349)",1
267,"(101, 347)","(214, 62)","(290, 25)","(354, 60)","(425, 176)","(201, 453)","(257, 316)","(307, 319)","(347, 349)",1
268,"(101, 347)","(214, 63)","(290, 24)","(356, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
269,"(101, 347)","(213, 63)","(291, 25)","(355, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 320)","(347, 349)",1
270,"(101, 347)","(215, 61)","(290, 24)","(356, 61)","(424, 174)","(200, 455)","(258, 316)","(307, 318)","(348, 350)",1
271,"(102, 344)","(214, 63)","(291, 25)","(355, 60)","(424, 174)","(201, 453)","(257, 316)","(307, 317)","(347, 349)",1
272,"(102, 344)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(200, 455)","(257, 316)","(307, 319)","(348, 351)",1
273,"(102, 344)","(214, 61)","(291, 25)","(357, 63)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(347, 349)",1
274,"(102, 344)","(214, 63)","(289, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
275,"(101, 346)","(214, 63)","(291, 25)","(356, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(347, 350)",1
276,"(101, 346)","(214, 63)","(290, 25)","(356, 62)","(423, 173)","(201, 453)","(257, 316)","(307, 319)","(347, 350)",1
277,"(102, 344)","(213, 63)","(290, 25)","(356, 62)","(424, 174)","(200, 455)","(257, 316)","(307, 319)","(347, 350)",1
278,"(102, 344)","(213, 63)","(291, 25)","(356, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(347, 350)",1
279,"(102, 344)","(213, 63)","(291, 25)","(356, 61)","(425, 176)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
280,"(102, 344)","(213, 63)","(291, 25)","(357, 63)","(424, 174)","(201, 453)","(258, 316)","(307, 319)","(348, 351)",1
281,"(102, 344)","(214, 62)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
282,"(102, 344)","(213, 63)","(290, 25)","(357, 62)","(424, 174)","(200, 456)","(258, 316)","(307, 319)","(348, 351)",1
283,"(102, 344)","(213, 63)","(291, 25)","(356, 62)","(425, 176)","(200, 455)","(257, 316)","(307, 319)","(347, 349)",1
284,"(102, 344)","(213, 63)","(290, 25)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
285,"(102, 344)","(213, 63)","(291, 25)","(355, 61)","(425, 176)","(201, 453)","(257, 316)","(307, 319)","(347, 350)",1
286,"(101, 347)","(213, 63)","(290, 25)","(357, 62)","(423, 173)","(201, 453)","(257, 317)","(307, 319)","(348, 351)",1
287,"(101, 347)","(214, 62)","(291, 25)","(355, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
288,"(101, 347)","(215, 62)","(291, 25)","(357, 63)","(425, 176)","(201, 453)","(257, 316)","(307, 319)","(347, 349)",1
289,"(101, 347)","(215, 62)","(290, 25)","(356, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
290,"(101, 347)","(215, 62)","(291, 25)","(355, 61)","(423, 173)","(201, 453)","(257, 316)","(307, 319)","(347, 350)",1
291,"(101, 347)","(213, 63)","(290, 25)","(355, 60)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(347, 350)",1
292,"(101, 347)","(213, 63)","(290, 25)","(357, 63)","(424, 174)","(201, 453)","(257, 317)","(307, 318)","(348, 351)",1
293,"(101, 347)","(213, 63)","(291, 25)","(357, 63)","(424, 174)","(201, 453)","(258, 316)","(307, 319)","(347, 349)",1
294,"(101, 347)","(213, 63)","(290, 25)","(355, 60)","(424, 174)","(201, 453)","(257, 316)","(307, 320)","(348, 351)",1
295,"(102, 344)","(215, 62)","(291, 25)","(355, 61)","(424, 174)","(201, 453)","(257, 317)","(307, 318)","(347, 349)",1
296,"(102, 344)","(213, 63)","(291, 25)","(357, 62)","(424, 174)","(200, 456)","(257, 316)","(307, 319)","(348, 351)",1
297,"(102, 344)","(213, 63)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(347, 349)",1
298,"(102, 344)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
299,"(102, 344)","(214, 61)","(290, 25)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(307, 319)","(347, 349)",1
300,"(102, 344)","(214, 63)","(289, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(347, 349)",1
301,"(102, 344)","(213, 64)","(290, 24)","(357, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
302,"(102, 344)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
303,"(101, 347)","(214, 63)","(289, 24)","(356, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
304,"(102, 344)","(214, 63)","(289, 24)","(355, 61)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
305,"(102, 344)","(214, 63)","(289, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 350)",1
306,"(102, 344)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
307,"(102, 344)","(215, 61)","(290, 24)","(355, 61)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
308,"(102, 344)","(214, 62)","(289, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(308, 318)","(348, 351)",1
309,"(102, 344)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 317)","(307, 318)","(348, 351)",1
310,"(102, 344)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 317)","(348, 350)",1
311,"(102, 344)","(214, 63)","(289, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
312,"(102, 344)","(214, 63)","(289, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
313,"(102, 344)","(214, 63)","(289, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
314,"(102, 344)","(214, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
315,"(102, 344)","(215, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
316,"(102, 344)","(215, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 319)","(348, 351)",1
317,"(102, 344)","(214, 63)","(290, 24)","(356, 61)","(424, 174)","(201, 453)","(258, 315)","(307, 317)","(348, 351)",1
318,"(102, 344)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(308, 318)","(348, 351)",1
319,"(102, 344)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
320,"(102, 344)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(200, 455)","(257, 316)","(307, 318)","(348, 351)",1
321,"(102, 344)","(215, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
322,"(102, 344)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 316)","(307, 318)","(348, 351)",1
323,"(102, 344)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
324,"(102, 344)","(214, 62)","(290, 24)","(355, 61)","(424, 174)","(201, 453)","(257, 315)","(307, 317)","(348, 351)",1
325,"(101, 346)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 316)","(307, 317)","(348, 351)",1
326,"(102, 344)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(200, 455)","(258, 316)","(307, 318)","(348, 351)",1
327,"(102, 344)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
328,"(102, 344)","(214, 63)","(290, 24)","(357, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 317)","(348, 351)",1
329,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 350)",1
330,"(102, 344)","(215, 61)","(290, 24)","(355, 61)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 352)",1
331,"(102, 344)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
332,"(102, 344)","(214, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
333,"(102, 344)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(200, 455)","(258, 315)","(308, 318)","(348, 351)",1
334,"(102, 344)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(200, 455)","(258, 315)","(308, 318)","(348, 352)",1
335,"(102, 344)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(308, 319)","(348, 352)",1
336,"(102, 344)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
337,"(102, 344)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
338,"(102, 344)","(215, 61)","(291, 25)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
339,"(101, 346)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
340,"(101, 346)","(214, 62)","(291, 25)","(355, 60)","(424, 174)","(201, 452)","(258, 316)","(308, 319)","(348, 351)",1
341,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 352)",1
342,"(102, 344)","(213, 61)","(290, 24)","(354, 60)","(424, 174)","(200, 455)","(258, 315)","(308, 319)","(348, 352)",1
343,"(102, 344)","(215, 61)","(291, 25)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 352)",1
344,"(102, 344)","(214, 61)","(291, 25)","(357, 63)","(424, 174)","(201, 452)","(258, 316)","(308, 319)","(348, 352)",1
345,"(102, 344)","(214, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
346,"(101, 346)","(215, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 352)",1
347,"(102, 344)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(200, 455)","(258, 315)","(308, 318)","(348, 351)",1
348,"(102, 344)","(214, 62)","(291, 25)","(356, 62)","(423, 172)","(201, 452)","(258, 315)","(308, 318)","(348, 352)",1
349,"(101, 346)","(214, 62)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
350,"(102, 344)","(213, 61)","(290, 24)","(357, 62)","(424, 174)","(201, 452)","(258, 316)","(308, 318)","(348, 351)",1
351,"(100, 349)","(214, 62)","(290, 24)","(355, 61)","(424, 174)","(200, 455)","(257, 316)","(308, 318)","(348, 351)",1
352,"(101, 346)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 316)","(308, 319)","(348, 351)",1
353,"(101, 346)","(214, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
354,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 352)",1
355,"(101, 346)","(214, 61)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(257, 315)","(308, 318)","(348, 350)",1
356,"(100, 349)","(212, 64)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
357,"(102, 344)","(213, 61)","(290, 24)","(355, 61)","(425, 176)","(200, 455)","(258, 315)","(308, 318)","(348, 351)",1
358,"(101, 346)","(214, 61)","(290, 24)","(356, 61)","(424, 174)","(201, 452)","(258, 316)","(308, 318)","(348, 351)",1
359,"(101, 346)","(214, 63)","(290, 24)","(357, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
360,"(101, 346)","(212, 64)","(290, 24)","(357, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
361,"(102, 344)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(308, 317)","(348, 351)",1
362,"(101, 346)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
363,"(101, 346)","(214, 62)","(291, 25)","(357, 62)","(424, 174)","(201, 453)","(257, 316)","(308, 318)","(348, 351)",1
364,"(101, 346)","(213, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
365,"(101, 346)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 316)","(307, 317)","(348, 351)",1
366,"(101, 346)","(213, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
367,"(101, 346)","(213, 63)","(290, 24)","(356, 61)","(424, 174)","(201, 452)","(258, 315)","(308, 319)","(348, 352)",1
368,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
369,"(101, 346)","(213, 63)","(291, 25)","(355, 60)","(424, 174)","(201, 452)","(258, 315)","(308, 319)","(348, 351)",1
370,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
371,"(100, 349)","(212, 64)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
372,"(101, 346)","(213, 63)","(291, 25)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(308, 319)","(348, 351)",1
373,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 317)","(348, 351)",1
374,"(101, 346)","(214, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
375,"(101, 346)","(213, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
376,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
377,"(102, 344)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
378,"(101, 346)","(213, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
379,"(101, 346)","(213, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 316)","(307, 317)","(348, 351)",1
380,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
381,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 315)","(308, 318)","(348, 351)",1
382,"(100, 349)","(212, 64)","(291, 25)","(355, 60)","(424, 174)","(201, 452)","(258, 316)","(308, 318)","(348, 352)",1
383,"(101, 346)","(212, 64)","(291, 25)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
384,"(101, 346)","(213, 63)","(290, 24)","(355, 60)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
385,"(101, 346)","(213, 63)","(291, 25)","(356, 62)","(425, 176)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
386,"(101, 346)","(214, 62)","(291, 25)","(357, 63)","(423, 173)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
387,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
388,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
389,"(101, 346)","(214, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
390,"(102, 344)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
391,"(101, 346)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 315)","(308, 318)","(348, 351)",1
392,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
393,"(101, 346)","(214, 61)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
394,"(101, 346)","(213, 63)","(290, 24)","(357, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
395,"(101, 346)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
396,"(101, 346)","(212, 64)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 316)","(308, 318)","(348, 351)",1
397,"(101, 346)","(213, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 352)",1
398,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
399,"(101, 346)","(214, 62)","(290, 24)","(357, 62)","(425, 176)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
400,"(101, 346)","(214, 62)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
401,"(102, 343)","(213, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
402,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 352)",1
403,"(102, 343)","(214, 63)","(290, 24)","(355, 61)","(425, 176)","(201, 452)","(257, 315)","(308, 318)","(348, 351)",1
404,"(101, 346)","(214, 63)","(290, 24)","(357, 62)","(425, 176)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
405,"(101, 346)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 316)","(307, 317)","(348, 351)",1
406,"(101, 346)","(215, 61)","(290, 24)","(356, 61)","(423, 173)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
407,"(102, 343)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
408,"(101, 346)","(214, 63)","(290, 24)","(357, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
